/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_28_948.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_28_948.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_28_948.jpg, 0, 0, 0, 7.805056E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_048.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_048.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_048.jpg, 0, 0, 0, 7.808222E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_151.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_151.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_151.jpg, 0, 0, 0, 7.818612E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_251.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_251.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_251.jpg, 0, 0, 0, 7.802635E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_351.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_351.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_351.jpg, 0, 0, 0, 7.825195E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_451.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_451.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_451.jpg, 0, 0, 0, 7.902341E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_554.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_554.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_554.jpg, 0, 0, 0, 7.829595E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_654.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_654.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_654.jpg, 0, 0, 0, 7.761876E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_754.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_754.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_754.jpg, 0, 0, 0, 7.811747E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_857.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_857.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_857.jpg, 0, 0, 0, 7.808561E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_29_961.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_29_961.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_29_961.jpg, 0, 0, 0, 8.063899E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_30_061.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_30_061.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_30_061.jpg, 0, 0, 0, 7.923944E-05
/Users/deadcartman/Downloads/IMG/center_2021_01_18_20_54_30_162.jpg, /Users/deadcartman/Downloads/IMG/left_2021_01_18_20_54_30_162.jpg, /Users/deadcartman/Downloads/IMG/right_2021_01_18_20_54_30_162.jpg, 0, 0.2023051, 0, 0.1028036
